Nom,siren,Descriptif,Profil,Nature (X),Tech (Y),Domaine,Marché Géographique,Client,Distrib.,Biz Model,Date création,Date cessation,APE (ref),Catégorie d'entreprise,Statut juridique,Adresse siège,Département,Nationalité,Soc à Mission,Site web
Résidences Espace & Vie,488885773,Des résidences et habitats partagés offrent des services de logement adaptés aux bénéficiaires dans un cadre national.,Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,2006/03/01,,70.10Z,ETI,Société par actions simplifiée,18 RUE DE RENNES 49100 ANGERS,49,France,No,https://www.residences-espaceetvie.fr/
Ergo Logis,851807529,"Aménagement du domicile pour seniors et personnes à mobilité réduite, incluant des solutions telles que des douches sécurisées, des monte-escaliers, des plateformes élévatrices et des rampes.",Solution accompagnée,Hybride,Low Tech,Autonomie,Local,Bénéficiaires,B2C,Pay to play,2019/06/19,,41.20A,PME,Société par actions simplifiée,81 MAIL FRANCOIS MITTERRAND 35000 RENNES,35,France,No,https://ergo-logis.fr/
Epic Coliving,841236441,Coliving destiné aux seniors offrant un espace de vie partagé adapté à leurs besoins.,Solution accompagnée,Hybride,Low Tech,Logement,Local,Bénéficiaires,B2C,Loyer,2018/05/21,,70.22Z,PME,Société par actions simplifiée,5 RUE NUYENS 33100 BORDEAUX,33,France,No,https://epic-coliving.fr
Ensemble 2 Générations,792494312,"Favorise la cohabitation intergénérationnelle en mettant en relation des étudiants à la recherche d’un logement et des seniors souhaitant une présence ou un complément de revenus, contribuant ainsi à l'entraide et à la lutte contre l'isolement des personnes âgées.",Solution accompagnée,Hybride,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Abonnement,2013/02/22,,94.99Z,,Association loi 1901 ou assimilé,28 BOULEVARD SAINT AIGNAN 44100 NANTES,44,France,No,https://ensemble2generations.fr
Domitys,401397765,"Résidences et habitats partagés offrant des logements adaptés aux besoins des bénéficiaires, dans un cadre hybride et accessible à l'échelle nationale.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,1995/05/18,,70.10Z,GE,Société par actions simplifiée,42 AVENUE RAYMOND POINCARE 75016 PARIS,75,France,No,https://www.domitys.fr/
Domani,888394285,"Des habitats partagés pour seniors en perte d’autonomie, offrant une alternative au maintien à domicile, à la résidence services et à l’Ehpad, favorisant l'entraide, la convivialité et l'accompagnement personnalisé dans un cadre sécurisé.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,2020/08/27,,88.10B,PME,Société par actions simplifiée,17 RUE HENRI COLLIGNON 33000 BORDEAUX,33,France,No,https://www.domani-ess.com/
Dom & Vie,751874835,Aménagement du domicile pour les seniors et les personnes en situation de handicap avec des solutions sur mesure telles que l’adaptation de salles de bain et l’installation de monte-escaliers pour favoriser l’autonomie.,Solution accompagnée,Hybride,Low Tech,Autonomie,National,Bénéficiaires,B2C,Pay to play,2012/06/01,,43.32A,PME,Société par actions simplifiée,2-10 2 AVENUE MARC SANGNIER 92390 VILLENEUVE-LA-GARENNE,92,France,No,https://www.dometvie.fr/
Damecosi,882967011,"Des résidences services modernes et sécurisées offrent des appartements en location avec des espaces de convivialité, des services personnalisés et un accompagnement adapté pour une retraite sereine et autonome.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,2020/04/14,,68.10Z,ETI,Société par actions simplifiée,7 AVENUE DE L'OPERA 75001 PARIS,75,France,No,https://damecosi.fr/
Cosima,890030232,"Appartements partagés pour seniors en perte d'autonomie, favorisant l'intimité, le lien social et l'accompagnement personnalisé 24h/7j par des auxiliaires de vie.",Solution accompagnée,Hybride,Low Tech,Logement,Local,Bénéficiaires,B2C,Loyer,2020/10/07,,70.22Z,PME,Société par actions simplifiée,54 RUE JOUFFROY D'ABBANS 75017 PARIS,75,France,No,https://cosima.eu/
Chez Jeannette,901774950,Résidence pour seniors offrant une alternative aux maisons de retraite.,Solution accompagnée,Hybride,Low Tech,Logement,Local,Bénéficiaires,B2C,Loyer,2021/07/15,,56.10A,PME,Société par actions simplifiée,3 RUE JACQUES FERNY 76760 YERVILLE,76,France,No," https://www.chezjeannette.fr"
Capvital,750473134,"Réseau de magasins spécialisés dans la vente et la location de matériel médical pour le maintien à domicile, l’aide à la mobilité et le confort des personnes en situation de dépendance, offrant une large gamme de produits allant des fauteuils roulants aux équipements d’hygiène et de soins.",Solution accompagnée,Hybride,Low Tech,Santé,National,Bénéficiaires,B2C,Pay to play,2012/03/16,,64.20Z,PME,Société par actions simplifiée,17 RUE DE LA RESISTANCE 69370 SAINT-DIDIER-AU-MONT-D'OR,69,France,No,https://www.capvital.fr/
"Brins d'histoires et tartines de vie ",921046561,"Création de vidéos souvenirs pour les seniors, recueillant leurs témoignages sous forme d'interviews filmées à domicile ou en EHPAD, afin de préserver leur mémoire et valoriser leur vécu.",Solution accompagnée,Hybride,Low Tech,Lifestyle,National,Bénéficiaires,B2B2C,Pay to play,2022/10/27,2024/06/30,70.21Z,PME,Société à responsabilité limitée (SARL),147 BOULEVARD DE LA FRATERNITE 44100 NANTES,44,France,No,https://www.brinsdhistoiresettartinesdevie.fr
Biens Communs,517838611,"Coliving destiné aux seniors handicapés, notamment ceux atteints de la maladie d'Alzheimer, offrant un cadre de vie adapté et sécurisé.",Solution accompagnée,Hybride,Low Tech,Logement,Local,Bénéficiaires,B2C,Loyer,2009/11/01,,74.90B,PME,Société à responsabilité limitée (SARL),108 AVENUE DANTON 94120 FONTENAY-SOUS-BOIS,94,France,No,https://www.bienscommuns.eu
Béguinage solidaire,790625479,"Constructeur et exploitant de béguinages destinés aux seniors fragiles mais non dépendants, offrant un logement adapté aux attentes d'un territoire.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,2012/07/20,,87.30A,PME,Association loi 1901 ou assimilé,13 BOULEVARD DES POILUS 44300 NANTES,44,France,No,https://beguinage-solidaire.fr/
Bastide Groupe,305635039,"Spécialisation dans les prestations de santé à domicile, notamment en assistance respiratoire, maintien à domicile, soins liés au diabète, nutrition et perfusion, avec des solutions médico-techniques visant à améliorer le confort et l'autonomie des patients.",Solution accompagnée,Hybride,Low Tech,Santé,National,Bénéficiaires,B2C,Pay to play,1976/01/01,,77.29Z,ETI,Société anonyme à conseil d'administration,CTRE D'ACTIVITE EURO 2000 12 AVENUE DE LA DAME 30132 CAISSARGUES,30,France,No,https://bastide-groupe.fr/
Atelier de no working,841236441,"Espace dédié aux seniors actifs à Bordeaux, offrant un club d'activités et un lieu de rencontre pour des échanges et des accompagnements.",Solution accompagnée,Hybride,Low Tech,Lifestyle,Local,Bénéficiaires,B2C,Abonnement,2018/05/21,,70.22Z,PME,Société par actions simplifiée,5 RUE NUYENS 33100 BORDEAUX,33,France,No,https://atelierdenoworking.fr
Apis PMR,821034345,Adaptation du logement pour favoriser le maintien à domicile des seniors et des personnes à mobilité réduite.,Solution accompagnée,Hybride,Low Tech,Autonomie,Local,Bénéficiaires,B2C,Pay to play,2016/07/01,,43.99D,PME,Société à responsabilité limitée (SARL),7 RUE LOUIS BLERIOT 44700 ORVAULT,44,France,No,https://www.apispmr.fr
Apart'Ages,831352034,Habitat partagé et accompagné destiné aux bénéficiaires dans le département 31.,Solution accompagnée,Hybride,Low Tech,Logement,Local,Bénéficiaires,B2C,Loyer,2017/08/01,,88.10A,PME,Société par actions simplifiée,6 ALLEE DES TRICHERIES 31840 SEILH,31,France,No,https://www.apartages.com/
Animalcalin,818860348,"Association de médiation par l'animal en Occitanie offrant des interventions relationnelles, sociales, sensorielles, motrices et pédagogiques auprès de divers publics, exploitant le potentiel relationnel naturel des animaux.",Solution accompagnée,Hybride,Low Tech,Lifestyle,Local,Bénéficiaires,B2B2C,Pay to play,2016/01/11,,94.99Z,PME,Association loi 1901 ou assimilé,25 AVENUE GAMBETTA 81000 ALBI,81,France,No,https://www.animalcalin.fr/
Ages & Vie,493481204,"Colocations pour seniors en perte d’autonomie, offrant une alternative entre domicile et EHPAD, avec un accompagnement personnalisé et la présence d’auxiliaires de vie sur place.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,2007/01/01,,41.10A,GE,Société par actions simplifiée,6 RUE DES VALLIERES NORD 25220 CHALEZEULE,25,France,No,https://www.agesetvie.com
ADISVIE,894609239,"Hébergement social pour personnes âgées, offrant des services de logement adapté aux besoins des bénéficiaires.",Solution accompagnée,Hybride,Low Tech,Logement,Local,Bénéficiaires,B2C,Loyer,2021/02/24,,87.30A,PME,Société par actions simplifiée,IMMEUBLE AALA 1 RUE LOUIS LAGORGETTE 33150 CENON,33,France,No,https://www.adisvie.fr
Acomodo,801789769,"Spécialiste français du mobilier pour seniors, permettant aux personnes âgées de meubler leur domicile avec des meubles adaptés à leurs besoins.",Solution accompagnée,Hybride,Low Tech,Lifestyle,National,Bénéficiaires,B2B2C,Pay to play,2014/04/15,2025/01/14,46.47Z,PME,Société à responsabilité limitée (SARL),9 RUE DE CORNOUAILLES 56270 PLOEMEUR,56,France,No,https://www.acomodo.fr/
TELEPORT IN,899628531,"Conception d'expériences de réalité virtuelle destinées aux seniors et aux personnes en situation de handicap, visant à prolonger l'autonomie et à diminuer l'exclusion sociale par des protocoles relaxants et thérapeutiques.",Solution autonome,Hybride,High Tech,Lifestyle,National,Bénéficiaires,"B2B, B2C",Abonnement,2021/05/07,,62.01Z,PME,Société par actions simplifiée,10 RUE DE PENTHIEVRE 75008 PARIS,75,France,No,https://www.teleportin.com/
Portail national de la Silver économie,499983732,"Média et organisateur d’événements dédié à l'animation de la Silver économie, offrant des informations et des opportunités de networking pour les entreprises du secteur.",Solution autonome,Hybride,High Tech,Ecosystème,International (Monde),Entreprises,B2B,Autre,2007/09/15,,82.30Z,PME,Société à responsabilité limitée (SARL),3 RUE CHARLOTTE ET ROGER BOUCHARD 94370 SUCY-EN-BRIE,94,France,No,https://www.silvereco.fr/
Bavardises,921245866,"Une plateforme permet aux familles de raconter leur histoire et de créer un livre illustré, tout en encourageant les jeunes générations à passer du temps avec leurs aînés et à transmettre l'histoire familiale.",Solution autonome,Hybride,High Tech,Communication,National,Bénéficiaires,"B2B2C, B2C",Pay to play,2022/10/11,,62.01Z,PME,Société par actions simplifiée,B3 VILLAGE BY CA RUE DE LA SOCIETE FRANCAISE 18100 VIERZON,18,France,No,www.bavardises.com
Allo Docs,978296283,"Service de télésurveillance médicale 24/7 assisté par l’IA, conçu pour surveiller en continu la santé des personnes et assurer une intervention rapide en cas d’urgence à domicile.",Solution autonome,Hybride,High Tech,Santé,International (Monde),Bénéficiaires,"B2B, B2B2C, B2C",Abonnement,2023/07/24,,87.10A,,Société par actions simplifiée,128 RUE LA BOETIE 75008 PARIS,75,France,No,www.allo-docs.com
Mes médocs du jour,978432979,"Service de préparation et de livraison de piluliers sécurisés par des pharmacies partenaires, permettant aux patients de mieux gérer leur traitement médical en évitant les oublis et les erreurs de prise.",Solution autonome,Hybride,High Tech,Santé,National,Bénéficiaires,"B2B2C, B2C",Abonnement,2023/08/07,,58.29C,,Société par actions simplifiée,49 COURS MIRABEAU 13100 AIX-EN-PROVENCE,13,France,No,https://www.mesmedocsdujour.fr/
Hinounou,982612632,"Développement d'une plateforme de santé préventive basée sur l'IA, combinant des dispositifs médicaux connectés, un kit de bien-être à domicile et un robot compagnon, visant à aider les seniors à vivre plus longtemps, en meilleure santé et en toute sécurité, tout en offrant une tranquillité d'esprit à leurs proches.",Solution autonome,Hybride,High Tech,Santé,,Bénéficiaires,B2C,,2023/12/14,,62.01Z,,Société par actions simplifiée,CEDEX 08 - CS 48756 58 RUE DE MONCEAU 75008 PARIS,75,France,No,https://hinounou.com/
New Planet Media,983275660,"Groupe média indépendant spécialisé dans l'édition de contenus numériques pour les seniors, axé sur l'actualité et la santé, tout en offrant des solutions de monétisation et de publicité ciblée pour les annonceurs.",Solution autonome,Hybride,High Tech,Communication,National,Entreprises,"B2B, B2B2C",Commission,2024/01/10,,58.14Z,,Société par actions simplifiée,26 RUE DAMREMONT 75018 PARIS,75,France,No,https://www.new-planet-media.fr/
AbilyCare,901310920,"Grâce à une technologie innovante d'analyse de l'équilibre et de la marche, il détecte précocement les fragilités des seniors et les risques de chute avant qu'ils ne se produisent, préservant ainsi leur qualité de vie et générant des économies pour les établissements de soins et les assureurs santé.",Solution autonome,Hybride,High Tech,Santé,International (Eu),EMS,B2B,Abonnement,2021/07/09,,62.01Z,PME,Société par actions simplifiée,1560 RTE DE QUARANTE SOUS 78630 ORGEVAL,78,France,No,https://www.abilycare.com
Skribi,940244650,"Une solution innovante basée sur l’intelligence artificielle permet de raconter et transmettre des souvenirs à travers des autobiographies ou des récits courts, en guidant l’utilisateur étape par étape pour structurer et enrichir son récit, tout en générant des améliorations de style et des illustrations adaptées.",Solution autonome,Hybride,High Tech,Lifestyle,National,Bénéficiaires,"B2B, B2B2C, B2C",Abonnement,2025/01/24,,62.01Z,,Société par actions simplifiée,LES GLYCINES 130 RUE MAX JACOB 06600 ANTIBES,06,France,No,https://skribi.fr/
Baracoda,432260040,Développement de technologies de santé connectées visant à aider les utilisateurs à adopter de meilleures habitudes quotidiennes et à améliorer leur bien-être.,Solution autonome,Hybride,High Tech,Santé,National,Soignants,,Autre,2000/06/26,,62.02A,PME,Société anonyme à conseil d'administration,3 RUE DU COMMANDANT PILOT 92200 NEUILLY-SUR-SEINE,92,France,No,https://baracoda.com/fr
Legapass,904291689,"Solution de planification successorale qui sécurise et transmet le patrimoine numérique, facilitant la gestion des actifs en ligne et soutenant les familles lors du règlement des successions.",Solution autonome,Hybride,High Tech,Vie pratique,National,Entreprises,"B2B, B2B2C",Abonnement,2021/10/11,,62.01Z,PME,Société par actions simplifiée,ILE DE FRANCE B 40 AVENUE SAINTE-MARGUERITE 06200 NICE,06,France,No,https://legapass.com/
C2Care,815196332,"Solution thérapeutique utilisant la réalité virtuelle pour améliorer les traitements des personnes âgées dans les établissements de santé, proposant des outils pour la stimulation cognitive, l'évaluation neuropsychologique, la relaxation et l'activation comportementale.",Solution autonome,Hybride,High Tech,Santé,International (Eu),EMS,B2B,Autre,2015/12/09,,62.01Z,PME,Société par actions simplifiée,ILOT LES PICOTIERES 101 AVENUE DESMAZURES 83110 SANARY-SUR-MER,83,France,No,https://www.c2.care/fr/
Mamili,849619275,"Un service de maintien à domicile pour les personnes âgées sécurise leur logement, coordonne les prestataires de services et informe les familles afin d'éviter l'entrée en maison de retraite.",Solution autonome,Hybride,High Tech,Autonomie,National,Bénéficiaires,B2C,Abonnement,2019/03/18,,64.20Z,PME,Société à responsabilité limitée (SARL),ZA DU POINT DU JOUR (VARADES) 44370 LOIREAUXENCE,44,France,No,https://www.mamili.com/
"Postumo ",883605172,"Une plateforme en ligne permettant aux seniors d'organiser et de sauvegarder toutes leurs informations essentielles sur leur parcours de vie, facilitant ainsi la transmission de ces données à leur famille après leur décès pour simplifier les démarches administratives.",Solution autonome,Hybride,High Tech,Vie pratique,International (Eu),Entreprises,B2C,Pay to play,2020/06/01,,63.11Z,PME,Société par actions simplifiée,LOT LES PASSIFLORES VILLA N6 AVENUE PIERRE AUGIER 84120 PERTUIS,84,France,No,https://www.postumo.fr
Solutio,523706547,"Application permettant aux seniors de recevoir des messages, des photos, de passer des appels vidéo et d’accéder à des services médicaux sans avoir besoin d’un smartphone ou d’un ordinateur.",Solution autonome,Hybride,High Tech,Communication,National,Bénéficiaires,B2C,Abonnement,2010/07/01,,82.99Z,PME,Société à responsabilité limitée (SARL),PARC D'ACTIVITES ANGERS BEAUCOUZE 1 RUE DU TERTRE 49070 BEAUCOUZE,49,France,No,https://solutiofamille.fr/
Testamento,795229491,"Solutions en ligne pour anticiper la succession et protéger les proches, incluant la rédaction de testaments, l'expression des volontés, l'inventaire des biens et le stockage sécurisé de documents, avec un accompagnement juridique.",Solution autonome,Hybride,High Tech,Vie pratique,National,Entreprises,B2C,Pay to play,2013/08/02,,62.01Z,PME,Société par actions simplifiée,91 RUE DU FAUBOURG SAINT-HONORE 75008 PARIS,75,France,No,https://testamento.fr/fr/accueil
Temeoo,901319160,"Solution de dépistage en santé visuelle permettant le renouvellement de lunettes en EHPAD, avec des mesures et données envoyées via une application mobile et consultées par un ophtalmologiste sous 8 jours.",Solution autonome,Hybride,High Tech,Santé,National,Bénéficiaires,B2B2C,Pay to play,2021/06/23,,58.29C,PME,Société par actions simplifiée,OUEST BIO-INCUBATEUR EURASANTE 70 RUE DU DOCTEUR YERSIN 59120 LOOS,59,France,No,https://temeoo.fr/
Presage,851348235,"Solution numérique permettant la prédiction d'événements de santé chez les seniors à domicile grâce à un recueil hebdomadaire rapide, offrant un suivi continu de l'état de santé et anticipant les hospitalisations et événements critiques liés à la perte d'autonomie.",Solution autonome,Hybride,High Tech,Santé,National,EMS,B2B,Abonnement,2019/06/01,,62.01Z,PME,Société par actions simplifiée,112-114 112 RUE LA BOETIE 75008 PARIS,75,France,No,https://presage.care/
Payelo,889902862,"Carte de paiement destinée aux seniors, facilitant la gestion de leurs finances.",Solution autonome,Hybride,High Tech,Finances,National,EMS,B2B,Abonnement,2020/10/01,,74.90B,PME,Société par actions simplifiée,PARC EURASANTE OUEST 70 RUE DU DOCTEUR YERSIN 59120 LOOS,59,France,No,https://payelo.io/
my family up,803748730,"Application dédiée au soutien des familles, axée sur la gestion des problématiques quotidiennes et l'accompagnement personnalisé des aidants face aux pathologies de leurs proches, incluant des programmes de soutien psychologique.",Solution autonome,Hybride,High Tech,Santé,National,Proches,B2B2C,Pay to play,2014/07/25,,85.60Z,PME,Société par actions simplifiée,8 RUE BOUQUIERES 31000 TOULOUSE,31,France,No,https://myfamilyup.com/
Mentia Europe,895160661,"Un monde virtuel sur tablette conçu avec des personnes atteintes d’Alzheimer, offrant une quinzaine d’activités ou de thérapies pour aider les individus à retrouver leur sens d’eux-mêmes, améliorer leur engagement et leur communication avec leur environnement.",Solution autonome,Hybride,High Tech,Santé,International (Monde),EMS,B2B,Abonnement,2021/03/01,,62.01Z,PME,Société par actions simplifiée,295 MONTEE DE MONTCEAU 71960 PRISSE,71,France,No,https://www.mentia.me/
Finense,844977702,"Des comptes et des cartes de paiement pour les personnes âgées, co-gérés par leurs aidants.",Solution autonome,Hybride,High Tech,Finances,National,Proches,B2C,Abonnement,2018/12/22,,58.29C,PME,Société par actions simplifiée,10 RUE DE LA BOURSE 75002 PARIS,75,France,No,https://www.finense.eu
Ezio,953502333,"Solution de paiement sécurisée permettant de gérer les dépenses des bénéficiaires via une carte et une application, assurant transparence et simplicité pour les accompagnants professionnels.",Solution autonome,Hybride,High Tech,Finances,National,EMS,B2B,Abonnement,2023/06/09,,62.01Z,,Société par actions simplifiée,12 RUE DE LA PART-DIEU 69003 LYON,69,France,No,https://ezio.app/
Dynseo,792354482,"Développe des applications de stimulation cognitive pour enfants, adultes et seniors, adaptées aux besoins spécifiques tels qu'Alzheimer, AVC ou troubles DYS, visant à améliorer la mémoire et les capacités cognitives de manière ludique et personnalisée, accessibles via tablettes et smartphones.",Solution autonome,Hybride,High Tech,Lifestyle,International (Monde),Bénéficiaires,B2B2C,Abonnement,2013/03/18,,62.01Z,PME,Société à responsabilité limitée (SARL),6 RUE DU DOCTEUR FINLAY 75015 PARIS,75,France,No,https://www.dynseo.com/
Domus Prévention,802198887,"Système de diagnostic pour les ergothérapeutes basé sur une application mobile, intégrant des fonctionnalités de réalité virtuelle, permettant aux seniors d'avoir une vue d'ensemble des adaptations nécessaires et de visualiser les solutions proposées.",Solution autonome,Hybride,High Tech,Santé,Local,Bénéficiaires,B2B2C,Pay to play,2014/06/17,,71.12B,PME,Société par actions simplifiée,5 RUE ALEXANDRE FLEMING 49000 ANGERS,49,France,No,https://www.domus-prevention.fr
Audika,310612387,Équipements auditifs conçus pour corriger et prévenir la presbyacousie.,Solution autonome,Hybride,High Tech,Santé,National,Bénéficiaires,B2C,Pay to play,1977/01/01,,70.21Z,ETI,Société par actions simplifiée,231 RUE DES CABOEUFS 92230 GENNEVILLIERS,92,France,No,https://www.audika.fr/
Arche MC2,382519312,"Logiciel applicatif destiné aux entreprises, axé sur un modèle d'abonnement pour la gestion et l'optimisation des processus métiers.",Solution autonome,Hybride,High Tech,Ecosystème,National,EMS,B2B,Abonnement,1991/06/01,,58.29C,ETI,Société par actions simplifiée,DOMAINE DE LA PARADE 1600 ROUTE DES MILLES 13100 AIX-EN-PROVENCE,13,France,No,https://arche-mc2.fr/
Anisen,813810496,"Service de conseil en systèmes et logiciels informatiques destiné aux entreprises, axé sur des modèles d'abonnement, offrant des solutions technologiques avancées dans le domaine de l'écosystème numérique.",Solution autonome,Hybride,High Tech,Ecosystème,National,EMS,B2B,Abonnement,2015/09/15,,62.02A,PME,Société par actions simplifiée,TECHNOPARC 1 - CS 57623 1110 L’OCCITANE 31670 LABEGE,31,France,No,https://www.anisen.fr/
Amplifon,318083110,"Dispositif médical destiné aux soins auditifs, offrant des solutions de prévention et d'amélioration de la santé auditive.",Solution autonome,Hybride,High Tech,Santé,International (Monde),Bénéficiaires,B2C,Pay to play,1980/01/01,,47.74Z,ETI,Société par actions simplifiée,9 BOULEVARD ROMAIN ROLLAND 75014 PARIS,75,France,No,https://www.amplifon.com/fr/
Aladom,503436107,"Plateforme de mise en relation permettant aux particuliers de trouver des services à domicile variés, facilitant ainsi l'accès à des prestations de vie pratique.",Solution autonome,Hybride,High Tech,Vie pratique,National,Proches,B2C,Marketplace,2008/04/01,,63.11Z,PME,Société par actions simplifiée,2 B PLACE SAINT-MELAINE 35000 RENNES,35,France,No,https://www.aladom.fr/
Histoires de vie,424758167,"Un service de biographie numérique permet de conserver et de partager la mémoire des défunts à travers des textes, photos, vidéos et témoignages accessibles via un QR Code.",Solution mixte,Hybride,Hybride,Communication,National,Bénéficiaires,B2C,Pay to play,1999/10/01,,85.59B,PME,Entrepreneur individuel,53 AVENUE BOLLEE 72000 LE MANS,72,France,No,https://histoires-de-vie.com/
La Poste Santé Autonomie,356000000,"Services humains et numériques destinés à améliorer la santé à domicile et à valoriser les données de santé, accompagnant la transformation du système de santé avec une approche éthique et innovante.",Solution mixte,Hybride,Hybride,Santé,National,Bénéficiaires,"B2B2C, B2C",Autre,1991/01/01,,53.10Z,GE,Société anonyme à conseil d'administration,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75,France,No,https://www.lapostesanteetautonomie.fr/
OH ACTIV,837664515,"Un parc de 13 résidences services seniors, conçu comme des lieux de vie modernes et chaleureux, destiné aux personnes âgées autonomes ou en légère perte d'autonomie, offrant des appartements intelligents et des services personnalisés pour garantir le bien-être et la sécurité.",Solution mixte,Hybride,Hybride,Logement,National,Bénéficiaires,B2C,Loyer,2018/01/30,,55.10Z,GE,Société par actions simplifiée,E'SPACE PARK B 45 ALLEE DES ORMES 06250 MOUGINS,06,France,No,https://www.ohactiv.fr/
SENIORA SANTE,892379835,"Complémentaire santé dédiée aux résidents en EHPAD, offrant une couverture adaptée à leurs besoins spécifiques, évitant la double couverture et permettant une économie de 30 à 40 % tout en couvrant des soins souvent négligés, comme les médecines douces.",Solution mixte,Hybride,Hybride,Finances,National,Bénéficiaires,"B2B, B2B2C, B2C",Autre,2020/12/22,,66.22Z,PME,Société par actions simplifiée,140 RUE DE LA CHAPELLE 76190 AUZEBOSC,76,France,No,https://www.seniora-sante.fr
L'Ecureuil Volant,800869729,Plateforme dédiée aux seniors favorisant les échanges et l'ouverture sur le monde par des rencontres en visio ou par téléphone sur des centres d'intérêt communs.,Solution mixte,Hybride,Hybride,Lifestyle,National,Bénéficiaires,"B2B, B2C",Abonnement,2014/03/01,,62.01Z,PME,Société par actions simplifiée,88 RTE DE BOULOGNE 62500 SAINT-MARTIN-LEZ-TATINGHEM,62,France,No,http://lecureuilvolant.fr/
Future4care,893086272,Fédération d'industriels et de startups cherchant à développer des solutions numériques innovantes pour améliorer le système de soins et favoriser le bien vieillir dans un contexte de transition démographique.,Solution mixte,Hybride,Hybride,Ecosystème,International (Eu),Entreprises,B2B,Pay to play,2021/01/14,,63.12Z,PME,Société par actions simplifiée,6-8 6 RUE JEAN ANTOINE DE BAIF 75013 PARIS,75,France,No,https://future4care.com/
TASDA,530900943,Un centre expert qui rassemble les acteurs du bien-vieillir pour développer collectivement les usages des nouvelles technologies et les prises en charge à domicile de demain.,Solution mixte,Hybride,Hybride,Ecosystème,Local,Entreprises,"B2B, B2G",Pay to play,2010/01/19,,94.99Z,PME,Association loi 1901 ou assimilé,18 B RUE DE LA MAGNANERIE 38000 GRENOBLE,38,France,No,https://www.tasda.fr/
Kalia Habitat,920591542,"Des habitats partagés pour seniors et personnes handicapées, équipés de domotiques permettant de contrôler les volets, la lumière et le chauffage par la voix, ainsi que de détecteurs de chute automatiques, sont conçus pour favoriser le bien vieillir à domicile.",Solution mixte,Hybride,Hybride,Logement,Local,Bénéficiaires,B2C,Loyer,2022/10/12,,87.30A,PME,Société par actions simplifiée,8 A RUE PRINCIPALE 25320 BUSY,25,France,No,www.kalia-habitat.fr
Ircem,530443076,"Groupe de protection sociale spécialisé dans les emplois de la famille et les services à la personne, offrant des solutions financières pour les entreprises.",Solution mixte,Hybride,Hybride,Finances,National,Entreprises,"B2B, B2C",Commission,2011/01/01,,84.30B,PME,Association loi 1901 ou assimilé,261 AVENUE DES NATIONS UNIES 59100 ROUBAIX,59,France,No,https://www.ircem.com/
Apicil,417591971,"Groupe de protection sociale mutualiste et paritaire en France, offrant des solutions de protection sociale aux entreprises.",Solution mixte,Hybride,Hybride,Finances,National,Entreprises,"B2B, B2B2C, B2C",Commission,1998/01/01,,82.99Z,ETI,Organisme gérant un régime de protection sociale à adhésion obligatoire,51 BOULEVARD MARIUS VIVIER-MERLE 69003 LYON,69,France,No,https://www.groupe-apicil.com/
Audiens,448323758,"Groupe de protection sociale à but non lucratif, spécialisé dans la gestion des retraites complémentaires pour le secteur de la culture, de la communication et des médias.",Solution mixte,Hybride,Hybride,Finances,National,Entreprises,"B2B, B2B2C, B2C, B2G",Commission,2003/01/01,,84.30B,ETI,Association loi 1901 ou assimilé,74 RUE JEAN BLEUZEN 92170 VANVES,92,France,No,https://www.audiens.org/accueil.html
Lourmel,399111228,"Groupe de protection sociale spécialisé dans les solutions en santé, prévoyance, retraite et action sociale pour les entreprises et particuliers.",Solution mixte,Hybride,Hybride,Finances,National,Entreprises,B2B,Commission,1994/12/01,,84.30B,PME,Association loi 1901 ou assimilé,108 RUE DE LOURMEL 75015 PARIS,75,France,No,https://www.lourmel.com/
Pro BTP,394164966,"Groupe de protection sociale à but non lucratif spécialisé dans le secteur du bâtiment et des travaux publics, offrant des services financiers aux entreprises.",Solution mixte,Hybride,Hybride,Finances,National,Entreprises,"B2B, B2B2C, B2C, B2G",Commission,1993/05/28,,65.30Z,ETI,Association loi 1901 ou assimilé,7 RUE DU REGARD 75006 PARIS,75,France,No,https://www.probtp.com/
Klesia,892344524,"Groupe d'assurance et de protection sociale offrant des solutions en santé, prévoyance et retraite pour les particuliers et les entreprises, tout en s'engageant dans des actions sociales.",Solution mixte,Hybride,Hybride,Finances,National,Entreprises,"B2B, B2B2C, B2C, B2G",Commission,2021/01/01,,82.99Z,ETI,Groupement d'intérêt économique,4 RUE GEORGES PICQUART 75017 PARIS,75,France,No,https://www.klesia.fr/
Malakoff Humanis,401678180,"Groupe de protection sociale mutualiste offrant des solutions en santé, prévoyance, épargne et retraite pour les particuliers, indépendants, entreprises et professionnels.",Solution mixte,Hybride,Hybride,Finances,National,Entreprises,"B2B, B2B2C, B2C, B2G",Commission,1995/01/04,,64.30Z,GE,Société anonyme à conseil d'administration,21 RUE LAFFITTE 75009 PARIS,75,France,No,https://www.malakoffhumanis.com/
